,zip1,zip1_value,zip2,zip2_value
380,11228,6.0,11379,16.0
381,11228,0.0,10260,0.0
382,11228,1.0,11422,2.0
383,11228,9.0,11103,56.0
384,11228,192.0,11210,72.0
385,11228,5.0,10044,24.0
386,11228,2.0,11362,29.0
387,11228,7.0,10471,67.0
388,11228,52.0,10458,20.0
389,11228,4.0,11365,65.0
390,11228,7.0,11693,9.0
391,11228,2.0,11418,7.0
392,11228,12.0,11218,37.0
393,11228,48.0,10467,48.0
394,11228,17.0,10308,5.0
395,11228,15.0,10111,17.0
396,11228,9.0,11105,38.0
397,11228,267.0,11219,56.0
398,11228,1.0,10275,2.0
399,11228,3.0,10118,3.0
400,11228,41.0,10466,84.0
401,11228,9.0,11239,12.0
402,11228,0.0,10169,0.0
403,11228,5.0,11420,36.0
404,11228,1.0,10153,1.0
405,11228,1.0,10307,1.0
406,11228,0.0,10165,0.0
407,11228,5.0,10303,59.0
408,11228,3.0,11357,28.0
409,11228,6.0,10302,3.0
410,11228,3.0,11429,36.0
411,11228,0.0,10152,0.0
412,11228,2.0,10039,24.0
413,11228,1.0,10121,3.0
414,11228,1.0,11413,14.0
415,11228,45.0,10473,102.0
416,11228,44.0,10454,124.0
417,11228,3.0,11694,17.0
418,11228,3.0,11358,9.0
419,11228,3.0,11421,3.0
420,11228,1.0,11412,1.0
421,11228,3.0,11417,5.0
422,11228,2.0,11427,12.0
423,11228,2.0,11374,35.0
424,11228,0.0,10096,0.0
425,11228,1.0,10037,68.0
426,11228,47.0,10475,30.0
427,11228,10.0,11225,39.0
428,11228,0.0,10107,0.0
429,11228,0.0,11251,0.0
430,11228,1.0,11436,109.0
431,11228,4.0,11356,11.0
432,11228,1.0,11697,1.0
433,11228,0.0,10172,0.0
434,11228,2.0,10470,10.0
435,11228,0.0,10041,0.0
436,11228,1.0,10278,1.0
437,11228,0.0,10106,0.0
438,11228,1.0,11428,1.0
439,11228,1.0,10286,1.0
440,11228,0.0,10279,0.0
441,11228,0.0,10103,0.0
442,11228,0.0,10196,0.0
443,11228,0.0,10154,0.0
444,11228,39.0,10119,2.0
445,11228,40.0,10464,17.0
446,11228,1.0,10166,2.0
447,11228,0.0,10203,0.0
448,11228,0.0,11359,0.0
449,11228,1.0,10177,1.0
450,11228,2.0,11692,4.0
451,11228,1.0,11423,1.0
452,11228,0.0,10175,0.0
453,11228,6.0,11419,20.0
454,11228,0.0,10285,0.0
455,11228,0.0,10045,0.0
456,11228,0.0,10270,0.0
457,11228,0.0,10123,0.0
458,11228,0.0,11005,0.0
459,11228,0.0,10170,0.0
460,11228,0.0,10115,0.0
461,11228,0.0,10104,0.0
462,11228,1.0,11363,1.0
463,11228,0.0,10105,0.0
464,11228,1.0,10120,14.0
465,11228,0.0,10265,0.0
466,11228,0.0,10259,0.0
467,11228,1.0,11004,5.0
468,11228,0.0,10112,0.0
469,11228,0.0,10047,0.0
470,11228,0.0,10122,0.0
471,11228,0.0,10110,0.0
472,11228,0.0,10080,0.0
473,11228,0.0,10271,0.0
474,11228,0.0,11001,0.0
475,11228,0.0,10055,0.0
476,11228,0.0,10168,0.0
477,11228,0.0,10081,0.0
478,11228,0.0,10173,0.0
479,11228,0.0,10158,0.0
480,11228,1.0,10176,1.0
481,11228,0.0,10171,0.0
482,11228,0.0,10178,0.0
483,11228,0.0,10151,0.0
484,10310,295.0,10304,77.0
485,10310,10.0,11228,9.0
486,10310,729.0,10310,729.0
487,10310,79.0,11209,235.0
488,10310,197.0,10301,265.0
489,10310,62.0,11232,212.0
490,10310,45.0,11214,197.0
491,10310,34.0,11224,64.0
492,10310,163.0,10314,1271.0
493,10310,63.0,11430,105.0
494,10310,27.0,11361,43.0
495,10310,33.0,11432,160.0
496,10310,13.0,11233,24.0
497,10310,33.0,11373,231.0
498,10310,12.0,11691,16.0
499,10310,28.0,11377,246.0
500,10310,15.0,11223,29.0
501,10310,12.0,11237,28.0
502,10310,12.0,11212,70.0
503,10310,12.0,11206,25.0
504,10310,11.0,11360,29.0
505,10310,32.0,11372,109.0
506,10310,24.0,11104,25.0
507,10310,14.0,11207,58.0
508,10310,34.0,11368,379.0
509,10310,27.0,11204,27.0
510,10310,46.0,10312,187.0
511,10310,25.0,11369,57.0
512,10310,14.0,11221,11.0
513,10310,18.0,11411,15.0
514,10310,1.0,11203,3.0
515,10310,55.0,11208,42.0
516,10310,10.0,11371,101.0
517,10310,26.0,11414,46.0
518,10310,34.0,11375,368.0
519,10310,44.0,83,238.0
520,10310,34.0,10027,123.0
521,10310,70.0,10036,590.0
522,10310,35.0,10461,133.0
523,10310,0.0,10167,0.0
524,10310,62.0,10017,546.0
525,10310,34.0,11101,398.0
526,10310,11.0,10035,312.0
527,10310,96.0,10016,291.0
528,10310,129.0,10001,1627.0
529,10310,142.0,10019,689.0
530,10310,26.0,10032,479.0
531,10310,103.0,10065,291.0
532,10310,41.0,10020,301.0
533,10310,11.0,10453,43.0
534,10310,16.0,11416,16.0
535,10310,43.0,10024,128.0
536,10310,31.0,10026,28.0
537,10310,12.0,11213,41.0
538,10310,65.0,10023,376.0
539,10310,43.0,10018,298.0
540,10310,93.0,10309,109.0
541,10310,0.0,10174,0.0
542,10310,76.0,10021,149.0
543,10310,22.0,11236,132.0
544,10310,37.0,11106,37.0
545,10310,0.0,10097,0.0
546,10310,58.0,10014,230.0
547,10310,66.0,10011,378.0
548,10310,32.0,11366,62.0
549,10310,42.0,10012,248.0
550,10310,169.0,10007,1944.0
551,10310,105.0,10003,535.0
552,10310,39.0,11211,437.0
553,10310,43.0,10002,174.0
554,10310,34.0,10029,84.0
555,10310,12.0,10048,13.0
556,10310,34.0,11216,82.0
557,10310,71.0,11217,299.0
558,10310,33.0,11222,157.0
559,10310,40.0,11226,524.0
560,10310,35.0,10038,203.0
561,10310,44.0,10022,405.0
562,10310,113.0,11215,253.0
563,10310,11.0,10468,49.0
564,10310,69.0,10013,375.0
565,10310,37.0,10005,99.0
566,10310,1.0,11040,1.0
567,10310,56.0,11385,148.0
568,10310,32.0,10033,230.0
569,10310,149.0,10004,153.0
570,10310,19.0,11378,313.0
571,10310,17.0,10452,124.0
572,10310,40.0,11201,620.0
573,10310,11.0,10474,7.0
574,10310,40.0,10010,277.0
575,10310,34.0,11238,80.0
576,10310,33.0,10006,121.0
577,10310,15.0,10040,29.0
578,10310,11.0,10455,27.0
579,10310,73.0,10306,100.0
580,10310,85.0,10009,70.0
581,10310,75.0,10128,230.0
582,10310,11.0,10459,71.0
583,10310,21.0,11355,80.0
584,10310,19.0,10465,243.0
585,10310,34.0,10462,558.0
586,10310,19.0,10451,222.0
587,10310,36.0,10025,221.0
588,10310,33.0,11229,104.0
589,10310,11.0,10282,6.0
590,10310,18.0,11370,76.0
591,10310,35.0,10031,70.0
592,10310,26.0,10034,95.0
593,10310,34.0,11235,91.0
594,10310,12.0,11367,390.0
595,10310,74.0,10028,202.0
596,10310,13.0,11426,54.0
597,10310,10.0,10457,52.0
598,10310,33.0,11102,123.0
599,10310,0.0,11109,0.0
600,10310,63.0,11234,95.0
601,10310,27.0,11435,428.0
602,10310,22.0,11354,159.0
603,10310,34.0,10281,51.0
604,10310,10.0,11433,48.0
605,10310,16.0,10472,174.0
606,10310,20.0,11231,149.0
607,10310,16.0,10069,15.0
608,10310,10.0,10030,7.0
609,10310,10.0,10456,10.0
610,10310,27.0,11205,82.0
611,10310,87.0,10305,548.0
612,10310,11.0,10469,16.0
613,10310,29.0,11220,312.0
614,10310,17.0,11415,26.0
615,10310,11.0,11364,93.0
616,10310,12.0,11230,10.0
617,10310,18.0,11434,36.0
618,10310,17.0,10460,208.0
619,10310,32.0,10463,151.0
620,10310,54.0,10280,9.0
621,10310,35.0,10075,99.0
622,10310,27.0,11379,38.0
623,10310,0.0,10260,0.0
624,10310,20.0,11422,41.0
625,10310,35.0,11103,96.0
626,10310,30.0,11210,81.0
627,10310,25.0,10044,44.0
628,10310,14.0,11362,71.0
629,10310,12.0,10471,97.0
630,10310,33.0,10458,43.0
631,10310,31.0,11365,131.0
632,10310,17.0,11693,18.0
633,10310,21.0,11418,20.0
634,10310,17.0,11218,50.0
635,10310,18.0,10467,63.0
636,10310,21.0,10308,28.0
637,10310,13.0,10111,6.0
638,10310,36.0,11105,65.0
639,10310,19.0,11219,24.0
640,10310,6.0,10275,2.0
641,10310,15.0,10118,40.0
642,10310,11.0,10466,35.0
643,10310,21.0,11239,25.0
644,10310,16.0,10169,17.0
645,10310,19.0,11420,27.0
646,10310,0.0,10153,0.0
647,10310,32.0,10307,52.0
648,10310,0.0,10165,0.0
649,10310,39.0,10303,297.0
650,10310,20.0,11357,65.0
651,10310,296.0,10302,44.0
652,10310,17.0,11429,59.0
653,10310,0.0,10152,0.0
654,10310,25.0,10039,56.0
655,10310,10.0,10121,4.0
656,10310,10.0,11413,24.0
657,10310,11.0,10473,131.0
658,10310,18.0,10454,187.0
659,10310,10.0,11694,6.0
660,10310,17.0,11358,22.0
661,10310,9.0,11421,225.0
662,10310,0.0,11412,0.0
663,10310,17.0,11417,18.0
664,10310,12.0,11427,21.0
665,10310,42.0,11374,102.0
666,10310,0.0,10096,0.0
667,10310,10.0,10037,115.0
668,10310,16.0,10475,69.0
669,10310,24.0,11225,56.0
670,10310,15.0,10107,14.0
671,10310,0.0,11251,0.0
672,10310,10.0,11436,194.0
673,10310,20.0,11356,17.0
674,10310,1.0,11697,1.0
675,10310,0.0,10172,0.0
676,10310,11.0,10470,15.0
677,10310,0.0,10041,0.0
678,10310,2.0,10278,1.0
679,10310,0.0,10106,0.0
680,10310,10.0,11428,2.0
681,10310,10.0,10286,2.0
682,10310,5.0,10279,4.0
683,10310,0.0,10103,0.0
684,10310,0.0,10196,0.0
685,10310,0.0,10154,0.0
686,10310,15.0,10119,13.0
687,10310,10.0,10464,19.0
688,10310,10.0,10166,4.0
689,10310,0.0,10203,0.0
690,10310,0.0,11359,0.0
691,10310,0.0,10177,0.0
692,10310,0.0,11692,0.0
693,10310,11.0,11423,5.0
694,10310,0.0,10175,0.0
695,10310,18.0,11419,27.0
696,10310,1.0,10285,4.0
697,10310,0.0,10045,0.0
698,10310,15.0,10270,15.0
699,10310,0.0,10123,0.0
700,10310,0.0,11005,0.0
701,10310,0.0,10170,0.0
702,10310,0.0,10115,0.0
703,10310,15.0,10104,12.0
704,10310,2.0,11363,4.0
705,10310,0.0,10105,0.0
706,10310,10.0,10120,24.0
707,10310,0.0,10265,0.0
708,10310,0.0,10259,0.0
709,10310,11.0,11004,9.0
710,10310,0.0,10112,0.0
711,10310,0.0,10047,0.0
712,10310,0.0,10122,0.0
713,10310,0.0,10110,0.0
714,10310,0.0,10080,0.0
715,10310,0.0,10271,0.0
716,10310,7.0,11001,3.0
717,10310,0.0,10055,0.0
718,10310,0.0,10168,0.0
719,10310,0.0,10081,0.0
720,10310,0.0,10173,0.0
721,10310,0.0,10158,0.0
722,10310,1.0,10176,1.0
723,10310,0.0,10171,0.0
724,10310,0.0,10178,0.0
725,10310,0.0,10151,0.0
726,11209,289.0,10304,46.0
727,11209,169.0,11228,67.0
728,11209,235.0,10310,79.0
729,11209,1807.0,11209,1807.0
730,11209,261.0,10301,154.0
731,11209,598.0,11232,333.0
732,11209,727.0,11214,316.0
733,11209,350.0,11224,134.0
734,11209,354.0,10314,782.0
735,11209,315.0,11430,145.0
736,11209,289.0,11361,64.0
737,11209,304.0,11432,198.0
738,11209,251.0,11233,45.0
739,11209,368.0,11373,342.0
740,11209,197.0,11691,12.0
741,11209,289.0,11377,284.0
742,11209,200.0,11223,78.0
743,11209,212.0,11237,138.0
744,11209,278.0,11212,99.0
745,11209,205.0,11206,88.0
746,11209,214.0,11360,50.0
747,11209,355.0,11372,186.0
748,11209,183.0,11104,24.0
749,11209,259.0,11207,82.0
750,11209,396.0,11368,485.0
751,11209,309.0,11204,64.0
752,11209,186.0,10312,20.0
753,11209,277.0,11369,73.0
754,11209,194.0,11221,106.0
755,11209,214.0,11411,16.0
756,11209,37.0,11203,9.0
757,11209,225.0,11208,31.0
758,11209,269.0,11371,143.0
759,11209,250.0,11414,62.0
760,11209,341.0,11375,427.0
761,11209,360.0,83,310.0
762,11209,239.0,10027,148.0
763,11209,490.0,10036,785.0
764,11209,282.0,10461,149.0
765,11209,3.0,10167,5.0
766,11209,404.0,10017,874.0
767,11209,315.0,11101,552.0
768,11209,231.0,10035,364.0
769,11209,326.0,10016,354.0
770,11209,590.0,10001,2240.0
771,11209,458.0,10019,801.0
772,11209,272.0,10032,506.0
773,11209,307.0,10065,415.0
774,11209,270.0,10020,347.0
775,11209,229.0,10453,60.0
776,11209,172.0,11416,18.0
777,11209,328.0,10024,195.0
778,11209,235.0,10026,37.0
779,11209,235.0,11213,46.0
780,11209,358.0,10023,448.0
781,11209,481.0,10018,430.0
782,11209,288.0,10309,80.0
783,11209,3.0,10174,1.0
784,11209,324.0,10021,211.0
785,11209,288.0,11236,169.0
786,11209,243.0,11106,56.0
787,11209,0.0,10097,0.0
788,11209,407.0,10014,354.0
789,11209,525.0,10011,587.0
790,11209,217.0,11366,82.0
791,11209,561.0,10012,482.0
792,11209,510.0,10007,3438.0
793,11209,383.0,10003,836.0
794,11209,392.0,11211,720.0
795,11209,395.0,10002,298.0
796,11209,293.0,10029,119.0
797,11209,241.0,10048,34.0
798,11209,237.0,11216,98.0
799,11209,388.0,11217,395.0
800,11209,406.0,11222,473.0
801,11209,365.0,11226,743.0
802,11209,362.0,10038,280.0
803,11209,384.0,10022,580.0
804,11209,513.0,11215,547.0
805,11209,230.0,10468,67.0
806,11209,411.0,10013,521.0
807,11209,244.0,10005,111.0
808,11209,16.0,11040,3.0
809,11209,277.0,11385,165.0
810,11209,321.0,10033,387.0
811,11209,314.0,10004,172.0
812,11209,279.0,11378,468.0
813,11209,261.0,10452,284.0
814,11209,678.0,11201,926.0
815,11209,243.0,10474,33.0
816,11209,426.0,10010,408.0
817,11209,254.0,11238,90.0
818,11209,293.0,10006,123.0
819,11209,230.0,10040,37.0
820,11209,232.0,10455,52.0
821,11209,330.0,10306,111.0
822,11209,203.0,10009,155.0
823,11209,290.0,10128,300.0
824,11209,172.0,10459,72.0
825,11209,261.0,11355,67.0
826,11209,257.0,10465,289.0
827,11209,310.0,10462,553.0
828,11209,233.0,10451,277.0
829,11209,362.0,10025,293.0
830,11209,382.0,11229,426.0
831,11209,172.0,10282,10.0
832,11209,242.0,11370,80.0
833,11209,318.0,10031,115.0
834,11209,276.0,10034,109.0
835,11209,402.0,11235,284.0
836,11209,445.0,11367,503.0
837,11209,323.0,10028,265.0
838,11209,227.0,11426,74.0
839,11209,216.0,10457,105.0
840,11209,311.0,11102,134.0
841,11209,0.0,11109,0.0
842,11209,389.0,11234,223.0
843,11209,310.0,11435,501.0
844,11209,277.0,11354,126.0
845,11209,235.0,10281,34.0
846,11209,165.0,11433,59.0
847,11209,269.0,10472,206.0
848,11209,508.0,11231,249.0
849,11209,112.0,10069,18.0
850,11209,166.0,10030,11.0
851,11209,216.0,10456,15.0
852,11209,223.0,11205,100.0
853,11209,262.0,10305,139.0
854,11209,162.0,10469,23.0
855,11209,554.0,11220,531.0
856,11209,227.0,11415,36.0
857,11209,240.0,11364,150.0
858,11209,390.0,11230,18.0
859,11209,242.0,11434,49.0
860,11209,262.0,10460,285.0
861,11209,313.0,10463,206.0
862,11209,222.0,10280,15.0
863,11209,322.0,10075,182.0
864,11209,260.0,11379,32.0
865,11209,2.0,10260,1.0
866,11209,215.0,11422,20.0
867,11209,324.0,11103,176.0
868,11209,522.0,11210,130.0
869,11209,200.0,10044,48.0
870,11209,227.0,11362,104.0
871,11209,236.0,10471,125.0
