,zip1,zip1_value,zip2,zip2_value
6584,11221,0.0,10270,0.0
6585,11221,0.0,10123,0.0
6586,11221,0.0,11005,0.0
6587,11221,2.0,10170,4.0
6588,11221,1.0,10115,5.0
6589,11221,0.0,10104,0.0
6590,11221,2.0,11363,1.0
6591,11221,0.0,10105,0.0
6592,11221,12.0,10120,26.0
6593,11221,0.0,10265,0.0
6594,11221,0.0,10259,0.0
6595,11221,7.0,11004,7.0
6596,11221,2.0,10112,2.0
6597,11221,0.0,10047,0.0
6598,11221,0.0,10122,0.0
6599,11221,2.0,10110,5.0
6600,11221,0.0,10080,0.0
6601,11221,0.0,10271,0.0
6602,11221,0.0,11001,0.0
6603,11221,0.0,10055,0.0
6604,11221,0.0,10168,0.0
6605,11221,2.0,10081,3.0
6606,11221,0.0,10173,0.0
6607,11221,0.0,10158,0.0
6608,11221,2.0,10176,1.0
6609,11221,0.0,10171,0.0
6610,11221,1.0,10178,1.0
6611,11221,0.0,10151,0.0
6612,11411,132.0,11411,132.0
6613,11411,7.0,11203,6.0
6614,11411,16.0,11208,13.0
6615,11411,25.0,11371,126.0
6616,11411,41.0,11414,109.0
6617,11411,32.0,11375,202.0
6618,11411,26.0,83,158.0
6619,11411,11.0,10027,67.0
6620,11411,45.0,10036,227.0
6621,11411,28.0,10461,124.0
6622,11411,0.0,10167,0.0
6623,11411,16.0,10017,178.0
6624,11411,43.0,11101,405.0
6625,11411,16.0,10035,358.0
6626,11411,19.0,10016,119.0
6627,11411,38.0,10001,824.0
6628,11411,28.0,10019,251.0
6629,11411,16.0,10032,486.0
6630,11411,19.0,10065,317.0
6631,11411,11.0,10020,250.0
6632,11411,28.0,10453,55.0
6633,11411,15.0,11416,14.0
6634,11411,16.0,10024,89.0
6635,11411,11.0,10026,5.0
6636,11411,16.0,11213,25.0
6637,11411,32.0,10023,212.0
6638,11411,24.0,10018,106.0
6639,11411,23.0,10309,35.0
6640,11411,0.0,10174,0.0
6641,11411,14.0,10021,40.0
6642,11411,30.0,11236,75.0
6643,11411,11.0,11106,13.0
6644,11411,0.0,10097,0.0
6645,11411,35.0,10014,76.0
6646,11411,33.0,10011,149.0
6647,11411,35.0,11366,54.0
6648,11411,26.0,10012,90.0
6649,11411,70.0,10007,431.0
6650,11411,13.0,10003,111.0
6651,11411,51.0,11211,378.0
6652,11411,29.0,10002,120.0
6653,11411,19.0,10029,80.0
6654,11411,16.0,10048,12.0
6655,11411,18.0,11216,22.0
6656,11411,20.0,11217,146.0
6657,11411,17.0,11222,165.0
6658,11411,26.0,11226,163.0
6659,11411,17.0,10038,120.0
6660,11411,20.0,10022,190.0
6661,11411,16.0,11215,183.0
6662,11411,16.0,10468,61.0
6663,11411,28.0,10013,180.0
6664,11411,11.0,10005,20.0
6665,11411,0.0,11040,0.0
6666,11411,41.0,11385,242.0
6667,11411,16.0,10033,315.0
6668,11411,16.0,10004,65.0
6669,11411,30.0,11378,455.0
6670,11411,19.0,10452,269.0
6671,11411,28.0,11201,475.0
6672,11411,16.0,10474,29.0
6673,11411,20.0,10010,127.0
6674,11411,11.0,11238,4.0
6675,11411,16.0,10006,52.0
6676,11411,16.0,10040,29.0
6677,11411,16.0,10455,47.0
6678,11411,16.0,10306,13.0
6679,11411,6.0,10009,1.0
6680,11411,16.0,10128,232.0
6681,11411,11.0,10459,67.0
6682,11411,38.0,11355,87.0
6683,11411,37.0,10465,317.0
6684,11411,23.0,10462,305.0
6685,11411,19.0,10451,263.0
6686,11411,23.0,10025,89.0
6687,11411,16.0,11229,62.0
6688,11411,11.0,10282,3.0
6689,11411,19.0,11370,53.0
6690,11411,26.0,10031,60.0
6691,11411,19.0,10034,88.0
6692,11411,26.0,11235,129.0
6693,11411,16.0,11367,490.0
6694,11411,16.0,10028,24.0
6695,11411,40.0,11426,89.0
6696,11411,19.0,10457,109.0
6697,11411,22.0,11102,96.0
6698,11411,0.0,11109,0.0
6699,11411,30.0,11234,87.0
6700,11411,24.0,11435,501.0
6701,11411,41.0,11354,208.0
6702,11411,11.0,10281,8.0
6703,11411,14.0,11433,58.0
6704,11411,16.0,10472,188.0
6705,11411,19.0,11231,183.0
6706,11411,5.0,10069,1.0
6707,11411,12.0,10030,8.0
6708,11411,16.0,10456,13.0
6709,11411,11.0,11205,55.0
6710,11411,16.0,10305,71.0
6711,11411,11.0,10469,15.0
6712,11411,17.0,11220,308.0
6713,11411,31.0,11415,43.0
6714,11411,28.0,11364,130.0
6715,11411,11.0,11230,5.0
6716,11411,27.0,11434,60.0
6717,11411,16.0,10460,265.0
6718,11411,34.0,10463,134.0
6719,11411,16.0,10280,8.0
6720,11411,16.0,10075,83.0
6721,11411,38.0,11379,62.0
6722,11411,0.0,10260,0.0
6723,11411,40.0,11422,65.0
6724,11411,20.0,11103,88.0
6725,11411,16.0,11210,53.0
6726,11411,11.0,10044,31.0
6727,11411,37.0,11362,140.0
6728,11411,30.0,10471,121.0
6729,11411,11.0,10458,5.0
6730,11411,16.0,11365,144.0
6731,11411,25.0,11693,23.0
6732,11411,19.0,11418,28.0
6733,11411,16.0,11218,39.0
6734,11411,19.0,10467,60.0
6735,11411,11.0,10308,7.0
6736,11411,16.0,10111,6.0
6737,11411,19.0,11105,56.0
6738,11411,11.0,11219,16.0
6739,11411,6.0,10275,2.0
6740,11411,0.0,10118,0.0
6741,11411,17.0,10466,44.0
6742,11411,16.0,11239,30.0
6743,11411,0.0,10169,0.0
6744,11411,38.0,11420,82.0
6745,11411,0.0,10153,0.0
6746,11411,0.0,10307,0.0
6747,11411,0.0,10165,0.0
6748,11411,18.0,10303,92.0
6749,11411,30.0,11357,83.0
6750,11411,16.0,10302,5.0
6751,11411,48.0,11429,77.0
6752,11411,0.0,10152,0.0
6753,11411,16.0,10039,51.0
6754,11411,15.0,10121,5.0
6755,11411,22.0,11413,136.0
6756,11411,16.0,10473,138.0
6757,11411,19.0,10454,226.0
6758,11411,17.0,11694,14.0
6759,11411,25.0,11358,20.0
6760,11411,6.0,11421,1.0
6761,11411,18.0,11412,23.0
6762,11411,40.0,11417,63.0
6763,11411,27.0,11427,30.0
6764,11411,38.0,11374,120.0
6765,11411,0.0,10096,0.0
6766,11411,16.0,10037,129.0
6767,11411,16.0,10475,73.0
6768,11411,15.0,11225,50.0
6769,11411,0.0,10107,0.0
6770,11411,0.0,11251,0.0
6771,11411,17.0,11436,213.0
6772,11411,39.0,11356,37.0
6773,11411,0.0,11697,0.0
6774,11411,0.0,10172,0.0
6775,11411,11.0,10470,13.0
6776,11411,0.0,10041,0.0
6777,11411,0.0,10278,0.0
6778,11411,0.0,10106,0.0
6779,11411,24.0,11428,12.0
6780,11411,11.0,10286,2.0
6781,11411,0.0,10279,0.0
6782,11411,0.0,10103,0.0
6783,11411,0.0,10196,0.0
6784,11411,0.0,10154,0.0
6785,11411,0.0,10119,0.0
6786,11411,16.0,10464,48.0
6787,11411,11.0,10166,4.0
6788,11411,0.0,10203,0.0
6789,11411,0.0,11359,0.0
6790,11411,0.0,10177,0.0
6791,11411,0.0,11692,0.0
6792,11411,7.0,11423,11.0
6793,11411,0.0,10175,0.0
6794,11411,18.0,11419,26.0
6795,11411,0.0,10285,0.0
6796,11411,0.0,10045,0.0
6797,11411,0.0,10270,0.0
6798,11411,0.0,10123,0.0
6799,11411,0.0,11005,0.0
6800,11411,0.0,10170,0.0
6801,11411,0.0,10115,0.0
6802,11411,0.0,10104,0.0
6803,11411,14.0,11363,12.0
6804,11411,0.0,10105,0.0
6805,11411,11.0,10120,24.0
6806,11411,0.0,10265,0.0
6807,11411,0.0,10259,0.0
6808,11411,25.0,11004,20.0
6809,11411,0.0,10112,0.0
6810,11411,0.0,10047,0.0
6811,11411,0.0,10122,0.0
6812,11411,0.0,10110,0.0
6813,11411,0.0,10080,0.0
6814,11411,0.0,10271,0.0
6815,11411,1.0,11001,3.0
6816,11411,0.0,10055,0.0
6817,11411,0.0,10168,0.0
6818,11411,0.0,10081,0.0
6819,11411,0.0,10173,0.0
6820,11411,0.0,10158,0.0
6821,11411,0.0,10176,0.0
6822,11411,0.0,10171,0.0
6823,11411,0.0,10178,0.0
6824,11411,0.0,10151,0.0
6825,11203,1147.0,11203,1147.0
6826,11203,63.0,11208,24.0
6827,11203,12.0,11371,5.0
6828,11203,8.0,11414,21.0
6829,11203,22.0,11375,95.0
6830,11203,33.0,83,189.0
6831,11203,94.0,10027,120.0
6832,11203,207.0,10036,270.0
6833,11203,20.0,10461,17.0
6834,11203,0.0,10167,0.0
6835,11203,87.0,10017,374.0
6836,11203,102.0,11101,139.0
6837,11203,52.0,10035,25.0
6838,11203,37.0,10016,207.0
6839,11203,164.0,10001,274.0
6840,11203,84.0,10019,139.0
6841,11203,24.0,10032,64.0
6842,11203,65.0,10065,42.0
6843,11203,10.0,10020,19.0
6844,11203,86.0,10453,32.0
6845,11203,0.0,11416,0.0
6846,11203,19.0,10024,90.0
6847,11203,80.0,10026,35.0
6848,11203,130.0,11213,700.0
6849,11203,19.0,10023,22.0
6850,11203,129.0,10018,154.0
6851,11203,3.0,10309,7.0
6852,11203,10.0,10174,5.0
6853,11203,14.0,10021,13.0
6854,11203,149.0,11236,235.0
6855,11203,4.0,11106,9.0
6856,11203,0.0,10097,0.0
6857,11203,126.0,10014,90.0
6858,11203,83.0,10011,112.0
6859,11203,13.0,11366,46.0
6860,11203,74.0,10012,149.0
6861,11203,449.0,10007,1708.0
6862,11203,160.0,10003,239.0
6863,11203,79.0,11211,106.0
6864,11203,77.0,10002,89.0
6865,11203,73.0,10029,18.0
6866,11203,3.0,10048,3.0
6867,11203,133.0,11216,89.0
6868,11203,109.0,11217,148.0
6869,11203,7.0,11222,14.0
6870,11203,504.0,11226,1040.0
6871,11203,39.0,10038,32.0
6872,11203,256.0,10022,291.0
6873,11203,34.0,11215,51.0
6874,11203,18.0,10468,13.0
6875,11203,89.0,10013,128.0
6876,11203,22.0,10005,28.0
6877,11203,4.0,11040,2.0
6878,11203,9.0,11385,36.0
6879,11203,18.0,10033,7.0
6880,11203,25.0,10004,18.0
6881,11203,3.0,11378,2.0
6882,11203,18.0,10452,11.0
6883,11203,167.0,11201,221.0
6884,11203,4.0,10474,3.0
6885,11203,73.0,10010,108.0
6886,11203,119.0,11238,215.0
6887,11203,28.0,10006,15.0
6888,11203,14.0,10040,99.0
6889,11203,11.0,10455,6.0
6890,11203,4.0,10306,8.0
6891,11203,44.0,10009,52.0
6892,11203,6.0,10128,7.0
6893,11203,23.0,10459,15.0
6894,11203,11.0,11355,14.0
6895,11203,27.0,10465,28.0
6896,11203,53.0,10462,604.0
6897,11203,8.0,10451,11.0
6898,11203,38.0,10025,106.0
6899,11203,62.0,11229,14.0
6900,11203,1.0,10282,1.0
6901,11203,13.0,11370,32.0
6902,11203,110.0,10031,167.0
6903,11203,38.0,10034,14.0
6904,11203,13.0,11235,49.0
6905,11203,9.0,11367,13.0
6906,11203,8.0,10028,25.0
6907,11203,5.0,11426,2.0
6908,11203,37.0,10457,19.0
6909,11203,23.0,11102,41.0
6910,11203,0.0,11109,0.0
6911,11203,148.0,11234,376.0
6912,11203,32.0,11435,26.0
6913,11203,12.0,11354,48.0
6914,11203,5.0,10281,5.0
6915,11203,29.0,11433,20.0
6916,11203,31.0,10472,9.0
6917,11203,11.0,11231,22.0
6918,11203,3.0,10069,1.0
6919,11203,22.0,10030,16.0
6920,11203,11.0,10456,34.0
6921,11203,18.0,11205,47.0
6922,11203,8.0,10305,28.0
6923,11203,2.0,10469,10.0
6924,11203,30.0,11220,43.0
6925,11203,2.0,11415,3.0
6926,11203,3.0,11364,19.0
6927,11203,24.0,11230,88.0
6928,11203,36.0,11434,78.0
6929,11203,19.0,10460,17.0
6930,11203,37.0,10463,17.0
6931,11203,18.0,10280,6.0
6932,11203,16.0,10075,14.0
6933,11203,14.0,11379,5.0
6934,11203,0.0,10260,0.0
6935,11203,2.0,11422,4.0
6936,11203,6.0,11103,16.0
6937,11203,287.0,11210,332.0
6938,11203,1.0,10044,1.0
6939,11203,4.0,11362,5.0
6940,11203,4.0,10471,4.0
6941,11203,15.0,10458,27.0
6942,11203,5.0,11365,6.0
6943,11203,3.0,11693,1.0
6944,11203,20.0,11418,15.0
6945,11203,58.0,11218,44.0
6946,11203,18.0,10467,25.0
6947,11203,0.0,10308,0.0
6948,11203,0.0,10111,0.0
6949,11203,14.0,11105,26.0
6950,11203,16.0,11219,18.0
6951,11203,0.0,10275,0.0
6952,11203,1.0,10118,1.0
6953,11203,24.0,10466,6.0
6954,11203,48.0,11239,45.0
6955,11203,0.0,10169,0.0
6956,11203,9.0,11420,52.0
6957,11203,9.0,10153,1.0
6958,11203,3.0,10307,1.0
6959,11203,0.0,10165,0.0
6960,11203,4.0,10303,6.0
6961,11203,4.0,11357,2.0
6962,11203,5.0,10302,3.0
6963,11203,4.0,11429,4.0
6964,11203,0.0,10152,0.0
6965,11203,3.0,10039,5.0
6966,11203,17.0,10121,1.0
6967,11203,23.0,11413,1.0
6968,11203,19.0,10473,5.0
6969,11203,7.0,10454,8.0
6970,11203,5.0,11694,2.0
6971,11203,6.0,11358,6.0
6972,11203,7.0,11421,7.0
6973,11203,3.0,11412,7.0
6974,11203,11.0,11417,31.0
6975,11203,7.0,11427,4.0
6976,11203,5.0,11374,5.0
6977,11203,0.0,10096,0.0
6978,11203,22.0,10037,9.0
6979,11203,44.0,10475,56.0
6980,11203,71.0,11225,90.0
6981,11203,0.0,10107,0.0
6982,11203,0.0,11251,0.0
6983,11203,4.0,11436,13.0
6984,11203,11.0,11356,5.0
6985,11203,3.0,11697,1.0
6986,11203,0.0,10172,0.0
6987,11203,3.0,10470,2.0
6988,11203,0.0,10041,0.0
6989,11203,0.0,10278,0.0
6990,11203,0.0,10106,0.0
6991,11203,0.0,11428,0.0
6992,11203,0.0,10286,0.0
6993,11203,0.0,10279,0.0
6994,11203,0.0,10103,0.0
6995,11203,0.0,10196,0.0
6996,11203,1.0,10154,3.0
6997,11203,0.0,10119,0.0
6998,11203,2.0,10464,3.0
6999,11203,0.0,10166,0.0
7000,11203,0.0,10203,0.0
7001,11203,0.0,11359,0.0
7002,11203,0.0,10177,0.0
7003,11203,4.0,11692,6.0
7004,11203,3.0,11423,1.0
7005,11203,0.0,10175,0.0
7006,11203,11.0,11419,20.0
7007,11203,0.0,10285,0.0
7008,11203,0.0,10045,0.0
7009,11203,0.0,10270,0.0
7010,11203,0.0,10123,0.0
7011,11203,0.0,11005,0.0
7012,11203,0.0,10170,0.0
7013,11203,1.0,10115,6.0
7014,11203,0.0,10104,0.0
7015,11203,3.0,11363,1.0
7016,11203,0.0,10105,0.0
7017,11203,0.0,10120,0.0
7018,11203,0.0,10265,0.0
7019,11203,0.0,10259,0.0
7020,11203,0.0,11004,0.0
7021,11203,0.0,10112,0.0
7022,11203,0.0,10047,0.0
7023,11203,0.0,10122,0.0
7024,11203,1.0,10110,1.0
7025,11203,0.0,10080,0.0
7026,11203,0.0,10271,0.0
7027,11203,0.0,11001,0.0
7028,11203,0.0,10055,0.0
7029,11203,0.0,10168,0.0
7030,11203,0.0,10081,0.0
7031,11203,0.0,10173,0.0
7032,11203,0.0,10158,0.0
7033,11203,3.0,10176,1.0
7034,11203,0.0,10171,0.0
7035,11203,0.0,10178,0.0
7036,11203,0.0,10151,0.0
7037,11208,1575.0,11208,1575.0
7038,11208,40.0,11371,143.0
7039,11208,667.0,11414,72.0
7040,11208,707.0,11375,274.0
7041,11208,72.0,83,149.0
7042,11208,31.0,10027,119.0
7043,11208,787.0,10036,355.0
7044,11208,17.0,10461,126.0
7045,11208,10.0,10167,5.0
7046,11208,671.0,10017,516.0
7047,11208,79.0,11101,495.0
7048,11208,20.0,10035,372.0
7049,11208,664.0,10016,237.0
7050,11208,764.0,10001,1417.0
7051,11208,780.0,10019,395.0
7052,11208,28.0,10032,525.0
7053,11208,29.0,10065,347.0
7054,11208,29.0,10020,277.0
7055,11208,26.0,10453,82.0
7056,11208,693.0,11416,26.0
7057,11208,646.0,10024,98.0
7058,11208,25.0,10026,16.0
7059,11208,87.0,11213,716.0
7060,11208,70.0,10023,236.0
7061,11208,705.0,10018,291.0
7062,11208,14.0,10309,36.0
7063,11208,1.0,10174,1.0
7064,11208,25.0,10021,44.0
7065,11208,775.0,11236,208.0
7066,11208,652.0,11106,30.0
7067,11208,0.0,10097,0.0
7068,11208,132.0,10014,133.0
7069,11208,707.0,10011,221.0
7070,11208,15.0,11366,27.0
7071,11208,690.0,10012,192.0
7072,11208,976.0,10007,2148.0
7073,11208,729.0,10003,236.0
7074,11208,769.0,11211,909.0
7075,11208,183.0,10002,209.0
7076,11208,23.0,10029,86.0
7077,11208,76.0,10048,31.0
7078,11208,59.0,11216,75.0
7079,11208,727.0,11217,273.0
7080,11208,673.0,11222,194.0
7081,11208,157.0,11226,247.0
7082,11208,726.0,10038,151.0
7083,11208,701.0,10022,489.0
7084,11208,735.0,11215,211.0
7085,11208,35.0,10468,80.0
7086,11208,730.0,10013,310.0
7087,11208,25.0,10005,38.0
7088,11208,2.0,11040,1.0
7089,11208,60.0,11385,318.0
7090,11208,44.0,10033,356.0
7091,11208,666.0,10004,103.0
7092,11208,659.0,11378,470.0
7093,11208,22.0,10452,276.0
7094,11208,801.0,11201,572.0
7095,11208,13.0,10474,29.0
7096,11208,677.0,10010,175.0
7097,11208,688.0,11238,50.0
7098,11208,28.0,10006,68.0
7099,11208,21.0,10040,33.0
7100,11208,696.0,10455,52.0
7101,11208,645.0,10306,26.0
7102,11208,25.0,10009,23.0
7103,11208,31.0,10128,244.0
7104,11208,15.0,10459,70.0
7105,11208,37.0,11355,63.0
7106,11208,40.0,10465,288.0
7107,11208,64.0,10462,255.0
7108,11208,34.0,10451,273.0
7109,11208,663.0,10025,134.0
7110,11208,86.0,11229,71.0
7111,11208,12.0,10282,3.0
7112,11208,23.0,11370,48.0
7113,11208,33.0,10031,90.0
7114,11208,46.0,10034,178.0
7115,11208,22.0,11235,135.0
7116,11208,16.0,11367,492.0
7117,11208,662.0,10028,40.0
7118,11208,14.0,11426,74.0
7119,11208,30.0,10457,116.0
7120,11208,17.0,11102,86.0
7121,11208,0.0,11109,0.0
7122,11208,147.0,11234,133.0
7123,11208,73.0,11435,519.0
7124,11208,21.0,11354,106.0
7125,11208,22.0,10281,10.0
7126,11208,659.0,11433,76.0
7127,11208,28.0,10472,195.0
7128,11208,652.0,11231,202.0
7129,11208,1.0,10069,1.0
7130,11208,21.0,10030,104.0
7131,11208,17.0,10456,23.0
7132,11208,40.0,11205,96.0
7133,11208,645.0,10305,76.0
7134,11208,18.0,10469,194.0
7135,11208,81.0,11220,342.0
7136,11208,26.0,11415,44.0
7137,11208,17.0,11364,130.0
7138,11208,13.0,11230,7.0
7139,11208,20.0,11434,45.0
7140,11208,21.0,10460,269.0
7141,11208,32.0,10463,128.0
7142,11208,27.0,10280,18.0
7143,11208,24.0,10075,93.0
7144,11208,33.0,11379,43.0
7145,11208,0.0,10260,0.0
7146,11208,20.0,11422,32.0
7147,11208,37.0,11103,103.0
7148,11208,672.0,11210,79.0
7149,11208,13.0,10044,32.0
7150,11208,15.0,11362,102.0
7151,11208,647.0,10471,119.0
7152,11208,22.0,10458,15.0
7153,11208,23.0,11365,152.0
7154,11208,50.0,11693,18.0
7155,11208,30.0,11418,89.0
7156,11208,20.0,11218,43.0
7157,11208,659.0,10467,69.0
7158,11208,27.0,10308,11.0
7159,11208,13.0,10111,6.0
7160,11208,20.0,11105,104.0
7161,11208,33.0,11219,27.0
7162,11208,9.0,10275,3.0
7163,11208,631.0,10118,4.0
7164,11208,32.0,10466,57.0
7165,11208,688.0,11239,111.0
7166,11208,0.0,10169,0.0
7167,11208,685.0,11420,119.0
7168,11208,3.0,10153,3.0
7169,11208,0.0,10307,0.0
7170,11208,0.0,10165,0.0
7171,11208,31.0,10303,84.0
7172,11208,18.0,11357,80.0
7173,11208,15.0,10302,6.0
7174,11208,15.0,11429,68.0
7175,11208,0.0,10152,0.0
7176,11208,13.0,10039,51.0
7177,11208,651.0,10121,10.0
7178,11208,17.0,11413,49.0
7179,11208,21.0,10473,142.0
7180,11208,16.0,10454,225.0
7181,11208,645.0,11694,15.0
7182,11208,12.0,11358,7.0
7183,11208,695.0,11421,37.0
7184,11208,2.0,11412,2.0
7185,11208,660.0,11417,28.0
7186,11208,17.0,11427,32.0
7187,11208,654.0,11374,140.0
7188,11208,0.0,10096,0.0
7189,11208,24.0,10037,136.0
7190,11208,19.0,10475,80.0
7191,11208,32.0,11225,101.0
7192,11208,0.0,10107,0.0
7193,11208,0.0,11251,0.0
7194,11208,22.0,11436,221.0
7195,11208,20.0,11356,10.0
7196,11208,0.0,11697,0.0
7197,11208,0.0,10172,0.0
7198,11208,12.0,10470,13.0
7199,11208,0.0,10041,0.0
7200,11208,0.0,10278,0.0
7201,11208,0.0,10106,0.0
7202,11208,48.0,11428,18.0
7203,11208,12.0,10286,2.0
7204,11208,0.0,10279,0.0
7205,11208,1.0,10103,1.0
7206,11208,0.0,10196,0.0
7207,11208,641.0,10154,13.0
7208,11208,1.0,10119,1.0
7209,11208,22.0,10464,55.0
7210,11208,13.0,10166,5.0
7211,11208,0.0,10203,0.0
7212,11208,0.0,11359,0.0
7213,11208,0.0,10177,0.0
7214,11208,5.0,11692,8.0
7215,11208,3.0,11423,9.0
7216,11208,0.0,10175,0.0
7217,11208,31.0,11419,70.0
7218,11208,0.0,10285,0.0
7219,11208,1.0,10045,1.0
7220,11208,0.0,10270,0.0
7221,11208,0.0,10123,0.0
7222,11208,0.0,11005,0.0
7223,11208,0.0,10170,0.0
7224,11208,0.0,10115,0.0
7225,11208,0.0,10104,0.0
7226,11208,0.0,11363,0.0
7227,11208,0.0,10105,0.0
7228,11208,12.0,10120,24.0
7229,11208,0.0,10265,0.0
7230,11208,0.0,10259,0.0
7231,11208,12.0,11004,7.0
7232,11208,0.0,10112,0.0
7233,11208,0.0,10047,0.0
7234,11208,10.0,10122,5.0
7235,11208,0.0,10110,0.0
7236,11208,0.0,10080,0.0
7237,11208,0.0,10271,0.0
7238,11208,0.0,11001,0.0
7239,11208,0.0,10055,0.0
7240,11208,0.0,10168,0.0
7241,11208,5.0,10081,1.0
7242,11208,0.0,10173,0.0
7243,11208,0.0,10158,0.0
7244,11208,0.0,10176,0.0
7245,11208,0.0,10171,0.0
7246,11208,0.0,10178,0.0
7247,11208,0.0,10151,0.0
7248,11371,2802.0,11371,2802.0
7249,11371,130.0,11414,69.0
7250,11371,157.0,11375,242.0
7251,11371,433.0,83,541.0
7252,11371,213.0,10027,263.0
7253,11371,783.0,10036,1652.0
7254,11371,133.0,10461,143.0
7255,11371,2.0,10167,5.0
7256,11371,441.0,10017,592.0
7257,11371,303.0,11101,735.0
7258,11371,192.0,10035,423.0
7259,11371,362.0,10016,400.0
7260,11371,816.0,10001,2340.0
7261,11371,679.0,10019,1306.0
7262,11371,163.0,10032,596.0
7263,11371,232.0,10065,459.0
7264,11371,395.0,10020,657.0
7265,11371,135.0,10453,95.0
7266,11371,108.0,11416,15.0
7267,11371,260.0,10024,275.0
7268,11371,165.0,10026,117.0
7269,11371,136.0,11213,50.0
7270,11371,363.0,10023,577.0
7271,11371,464.0,10018,578.0
7272,11371,119.0,10309,33.0
7273,11371,7.0,10174,3.0
7274,11371,187.0,10021,158.0
7275,11371,125.0,11236,78.0
7276,11371,178.0,11106,143.0
7277,11371,4.0,10097,4.0
7278,11371,493.0,10014,777.0
7279,11371,554.0,10011,960.0
7280,11371,106.0,11366,18.0
7281,11371,533.0,10012,855.0
7282,11371,776.0,10007,2116.0
7283,11371,554.0,10003,965.0
7284,11371,388.0,11211,925.0
7285,11371,441.0,10002,648.0
7286,11371,154.0,10029,120.0
7287,11371,251.0,10048,195.0
7288,11371,141.0,11216,90.0
7289,11371,286.0,11217,442.0
7290,11371,201.0,11222,357.0
7291,11371,193.0,11226,137.0
7292,11371,189.0,10038,203.0
7293,11371,488.0,10022,730.0
7294,11371,251.0,11215,404.0
7295,11371,150.0,10468,103.0
7296,11371,432.0,10013,684.0
7297,11371,171.0,10005,90.0
7298,11371,1.0,11040,2.0
7299,11371,177.0,11385,195.0
7300,11371,166.0,10033,383.0
7301,11371,245.0,10004,204.0
7302,11371,135.0,11378,464.0
7303,11371,145.0,10452,312.0
7304,11371,329.0,11201,822.0
7305,11371,121.0,10474,32.0
7306,11371,427.0,10010,628.0
7307,11371,198.0,11238,137.0
7308,11371,158.0,10006,120.0
7309,11371,144.0,10040,130.0
7310,11371,151.0,10455,71.0
7311,11371,122.0,10306,15.0
7312,11371,245.0,10009,243.0
7313,11371,176.0,10128,302.0
7314,11371,104.0,10459,73.0
7315,11371,148.0,11355,95.0
7316,11371,132.0,10465,322.0
7317,11371,149.0,10462,271.0
7318,11371,152.0,10451,306.0
7319,11371,193.0,10025,212.0
7320,11371,146.0,11229,87.0
7321,11371,123.0,10282,30.0
7322,11371,153.0,11370,61.0
7323,11371,147.0,10031,182.0
7324,11371,157.0,10034,154.0
7325,11371,144.0,11235,194.0
7326,11371,161.0,11367,522.0
7327,11371,221.0,10028,143.0
7328,11371,130.0,11426,92.0
7329,11371,134.0,10457,127.0
7330,11371,186.0,11102,139.0
7331,11371,2.0,11109,3.0
7332,11371,146.0,11234,96.0
7333,11371,176.0,11435,547.0
7334,11371,183.0,11354,170.0
7335,11371,163.0,10281,88.0
7336,11371,112.0,11433,84.0
7337,11371,124.0,10472,192.0
7338,11371,193.0,11231,304.0
7339,11371,26.0,10069,12.0
7340,11371,132.0,10030,55.0
7341,11371,128.0,10456,30.0
7342,11371,145.0,11205,105.0
7343,11371,121.0,10305,73.0
7344,11371,103.0,10469,54.0
7345,11371,131.0,11220,336.0
7346,11371,150.0,11415,53.0
7347,11371,126.0,11364,130.0
7348,11371,121.0,11230,48.0
7349,11371,122.0,11434,63.0
7350,11371,129.0,10460,275.0
7351,11371,163.0,10463,180.0
7352,11371,129.0,10280,22.0
7353,11371,142.0,10075,114.0
7354,11371,131.0,11379,44.0
7355,11371,3.0,10260,3.0
7356,11371,121.0,11422,19.0
7357,11371,166.0,11103,157.0
7358,11371,142.0,11210,73.0
7359,11371,110.0,10044,45.0
7360,11371,132.0,11362,123.0
7361,11371,132.0,10471,125.0
7362,11371,116.0,10458,26.0
7363,11371,150.0,11365,169.0
7364,11371,103.0,11693,10.0
7365,11371,128.0,11418,46.0
7366,11371,130.0,11218,53.0
7367,11371,155.0,10467,83.0
7368,11371,81.0,10308,8.0
7369,11371,151.0,10111,44.0
7370,11371,199.0,11105,113.0
7371,11371,119.0,11219,20.0
7372,11371,63.0,10275,3.0
7373,11371,54.0,10118,49.0
7374,11371,121.0,10466,47.0
7375,11371,124.0,11239,35.0
7376,11371,18.0,10169,13.0
7377,11371,185.0,11420,273.0
7378,11371,23.0,10153,28.0
7379,11371,2.0,10307,1.0
7380,11371,0.0,10165,0.0
7381,11371,103.0,10303,85.0
7382,11371,134.0,11357,79.0
7383,11371,120.0,10302,7.0
7384,11371,128.0,11429,75.0
7385,11371,3.0,10152,3.0
7386,11371,121.0,10039,54.0
7387,11371,114.0,10121,17.0
7388,11371,122.0,11413,33.0
7389,11371,123.0,10473,142.0
7390,11371,134.0,10454,241.0
7391,11371,124.0,11694,27.0
7392,11371,106.0,11358,36.0
7393,11371,82.0,11421,13.0
7394,11371,0.0,11412,0.0
7395,11371,147.0,11417,20.0
7396,11371,124.0,11427,52.0
7397,11371,156.0,11374,98.0
7398,11371,0.0,10096,0.0
7399,11371,143.0,10037,156.0
7400,11371,139.0,10475,91.0
7401,11371,119.0,11225,123.0
7402,11371,0.0,10107,0.0
7403,11371,3.0,11251,13.0
7404,11371,127.0,11436,215.0
